epoch,lr,train_loss,train_con,train_aux,train_acc,val_loss,val_con,val_aux,val_acc
1,0.0009993147673772868,5.053319193282217,4.476143537077514,2.8858781700614116,0.1971305027697821,4.570835354771067,4.064694351829559,2.53070547709509,0.36956521888338373
2,0.0009972609476841365,4.380410678731571,3.8426639194008687,2.6887336182144455,0.35593553496606695,3.9798431911644414,3.483593870057419,2.481246843953692,0.455204216191577
3,0.0009938441702975688,3.923656463623047,3.3969333501731827,2.6336155897416407,0.45479559767171274,3.7424361237738286,3.258739163281889,2.4184847336669844,0.5072463806595884
4,0.0009890738003669028,3.6595261456831447,3.1465227948794574,2.5650165051034413,0.523191824274243,3.5753252141874614,3.1018110380185293,2.367570639598982,0.5500658752104668
5,0.0009829629131445341,3.4144513891927852,2.9138334697147585,2.50308950592137,0.5644654080552874,3.2733701117268037,2.813448242519213,2.299609308657439,0.6218708814839601
6,0.0009755282581475769,3.2644365178714008,2.776593413742833,2.439215423176124,0.6175314454162646,3.2214781971002915,2.779458394948987,2.2100989991340083,0.6357048777409379
7,0.0009667902132486009,3.176695850660216,2.7020974834010287,2.3729918797810874,0.6363993706943104,3.146280504812208,2.7055686735824165,2.203559210806182,0.6389986855396326
8,0.0009567727288213005,3.0987624852162488,2.628841848493372,2.3496031611220642,0.6558569171143778,3.078883598915673,2.6504867786789443,2.141983882868871,0.6646903845161317
9,0.0009455032620941839,3.0478727172755593,2.5844593063090584,2.3170670743258492,0.6533018860427089,3.030296019100546,2.605907813362453,2.1219409225172363,0.6666666694937644
10,0.0009330127018922195,2.9740499445477373,2.516036751885084,2.290065996301999,0.6979166655420507,3.0026143831697847,2.5820009312610854,2.1030673270797227,0.6798419000602993
11,0.0009193352839727121,2.893258433671867,2.4387833607271783,2.2723753789685808,0.7370283011370485,2.92551195700021,2.507698514873017,2.08906691756016,0.7187088247344428
12,0.0009045084971874737,2.8816763095135958,2.4325664958114146,2.2455490070319026,0.7287735852805324,2.818676799967669,2.4027837818005024,2.079464935659577,0.7529644286836717
13,0.0008885729807284855,2.830382993386227,2.384283427172487,2.2304978490625538,0.7386006281810736,2.8104766772198584,2.40083298632907,2.048218349537202,0.7463768135574652
14,0.0008715724127386972,2.777292479509078,2.3379611354204095,2.196656819409544,0.7547169803823315,2.8344542936217016,2.4304396700953306,2.020073185168079,0.7318840601698683
15,0.0008535533905932739,2.77599668952654,2.337527516503004,2.192345860619215,0.7484276737057188,2.758303807501108,2.3513141897199024,2.0349482497364795,0.7542819476567395
16,0.0008345653031794292,2.7377891000711694,2.2994284494867863,2.1918032049383007,0.7698506285559457,2.8237284976346064,2.4172234255648726,2.032525302864346,0.7430830012825324
17,0.0008146601955249188,2.713690958682846,2.282935880265146,2.153775359099766,0.7777122641509434,2.803899721979938,2.394171204962749,2.0486426554492656,0.7476943363785272
18,0.0007938926261462366,2.6586898257897333,2.232471584523999,2.1310911943327704,0.7938286171019452,2.7785601348902085,2.367346686965078,2.0560673775251987,0.7457180476314308
19,0.0007723195175075136,2.695290340567535,2.2710092907431743,2.121405190641775,0.7808569171143778,2.6827741071326616,2.2763913441081294,2.03191389271079,0.7661396544598466
20,0.00075,2.6761076000501527,2.252315032407173,2.1189627917307727,0.7871462267899664,2.6481096094304863,2.239764235236428,2.041726816313069,0.7826086973798447
21,0.0007269952498697733,2.6160929802828616,2.1963249842325845,2.0988398452974715,0.8024764150943396,2.695473564472123,2.2808603898024526,2.0730660140749966,0.7997364923259801
22,0.0007033683215379002,2.60784017964729,2.1901614516036316,2.08839365521317,0.8066037739597777,2.6075113639529985,2.19758213084677,2.0496459327667598,0.8274044808348805
23,0.0006791839747726503,2.588908298960272,2.1742493536487317,2.073294687571016,0.8209512578616353,2.595138202385783,2.1848654062223374,2.0513640053187436,0.828722003734473
24,0.0006545084971874737,2.5837931333098023,2.1706799216240458,2.065566043433903,0.8093553470365656,2.588040540026739,2.1744055955306343,2.0681748760861685,0.8221343843676199
25,0.0006294095225512603,2.582313910970148,2.172974247602547,2.046698045430693,0.8128930828856222,2.5847620678199297,2.1723874007917363,2.061873096722388,0.8254281963284308
26,0.0006039558454088795,2.570508636018765,2.164693683948157,2.029074752855601,0.8119103769836186,2.641617923228951,2.2265800339745283,2.075189404493892,0.8148880121893248
27,0.0005782172325201154,2.530546999577456,2.126264495669671,2.0214124865501932,0.8268474854013455,2.6274632493497827,2.2103027427306445,2.0858025330956904,0.8155467689272915
28,0.0005522642316338267,2.5000134698999754,2.0976864826754205,2.011634945119702,0.8382468564705279,2.5988254258126924,2.180127586771848,2.0934894508995088,0.8214756269228788
29,0.0005261679781214719,2.542948527905926,2.144220403155441,1.9936407826981455,0.8252751579824483,2.6148204244329682,2.1870443365476504,2.1388801579732983,0.8194993384113739
30,0.0005000000000000001,2.51305191171994,2.1157168832215123,1.9866751155013558,0.8317610062893082,2.511215015205313,2.087563586015161,2.118257092864146,0.859683796194074
31,0.00047383202187852816,2.498462732483006,2.1036319717671135,1.9741536731240135,0.8368710703070059,2.5580057620373955,2.130124162465373,2.1394078872891753,0.833333330584766
32,0.00044773576836617336,2.5093750053981565,2.117318409044038,1.960283042499854,0.8278301898038612,2.6167820238156123,2.1942888616102016,2.1124659388746982,0.816864291983945
33,0.0004217827674798846,2.506833440852615,2.1155724300528473,1.9563049370387815,0.8349056603773585,2.5588425842355518,2.139296683712282,2.09772957737738,0.8386034268949657
34,0.00039604415459112036,2.4662636705914385,2.0770560810401006,1.9460378967741,0.8419811313257277,2.585259678806712,2.1533885099514043,2.1593558169479268,0.8267457192280233
35,0.00037059047744873974,2.492714508524481,2.1055697809975102,1.9357234876860612,0.8278301894289892,2.56575509650591,2.1385490545642236,2.136030130549696,0.8346508530917061
36,0.0003454915028125264,2.476524477484841,2.0904003554170236,1.9306206643206518,0.8358883640301302,2.5643451911187456,2.1358977727425112,2.1422368233068814,0.8320158073710515
37,0.0003208160252273499,2.44179001994103,2.0568927204084098,1.9244864286866579,0.8539701246615475,2.542073989260024,2.1154463108977466,2.1331384492957075,0.8333333346683517
38,0.0002966316784621,2.4675269546748706,2.0841861423456445,1.916704054898436,0.8419811309508558,2.5885082133045625,2.1643057482044687,2.1210123484313725,0.8392621886588839
39,0.0002730047501302267,2.4487578314055436,2.0668707651162297,1.909435359187096,0.8486635231371945,2.5250702878075,2.101164382437001,2.119529366022042,0.8418972300603613
40,0.00025000000000000017,2.4790332512285724,2.100418855559151,1.8930720488230388,0.8411949681785872,2.588984500749309,2.167175657350241,2.1090438161756997,0.8194993382543129
41,0.00022768048249248665,2.4270501496656887,2.048038092799157,1.8950603158219055,0.8561320747219542,2.5565522222807915,2.1315383100698115,2.125069421584741,0.831357050161902
42,0.00020610737385376354,2.4588189125061035,2.0811981030230253,1.8881039739404835,0.835691823899371,2.5868349502523267,2.163642735035209,2.115961238172529,0.8372859039953732
43,0.0001853398044750814,2.440532307954704,2.0609759624649144,1.8977817364458769,0.8413915086842183,2.5248074971325942,2.1058091300592436,2.0949918699201704,0.8537549374917122
44,0.0001654346968205711,2.4234458935335748,2.0485117532922037,1.8746706974581353,0.8486635223874506,2.5135333679410308,2.0927206879390874,2.104063492047457,0.843873514566811
45,0.0001464466094067263,2.4143683685446686,2.0410198700502984,1.8667425404554643,0.8535770447749012,2.5341001515017827,2.114721280312821,2.096894215218163,0.8544137033392161
46,0.00012842758726130298,2.414165333381989,2.0413031922946185,1.8643107669158552,0.8488600640176976,2.5267901508547417,2.105185554589836,2.1080230460336558,0.8451910419426417
47,0.00011142701927151459,2.4451833191157886,2.0694570886264056,1.878631219923871,0.8417845911949685,2.557938977192513,2.1324142106122808,2.1276236202405845,0.8471673218943228
48,9.549150281252635e-05,2.425663298780813,2.052375314370641,1.8664399123041884,0.8439465397558872,2.524339289533291,2.0990420663152602,2.1264858905505757,0.8418972343010079
49,8.066471602728805e-05,2.3945332938020334,2.0209483575521023,1.867924652759384,0.857311319630101,2.580733527307925,2.158270647717402,2.1123144152293247,0.8241106687955392
50,6.698729810778066e-05,2.384836901658736,2.013718807472373,1.855590451438472,0.8622248416426797,2.5466540170752485,2.1225719118935005,2.1204108419154473,0.8379446659163524
